"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-026482","3C57627F-FA45-44DF-A8F3-23FE306428A1","03/21/2021 09:42:00 PM","03/21/2021 11:08:02 PM","03/22/2021 11:25:33 PM","COMMITTED","702 1/2 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17034","30.44177","POINT (-91.170337 30.44177)"
"21-026482","182FA4E5-33AB-4676-B103-480B13C29C8B","03/21/2021 09:42:00 PM","03/21/2021 11:08:02 PM","03/22/2021 11:25:33 PM","ATTEMPTED","702 1/2 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:62.8","HOME INVASION.","INDIVIDUAL ROBBERY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17034","30.44177","POINT (-91.170337 30.44177)"
"21-026388","683C4BFE-60C6-4C77-ADAD-E37058D6351A","03/21/2021 04:36:18 PM","03/21/2021 11:02:41 PM","03/26/2021 02:40:27 PM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-026388","6413BC20-1A1F-436E-88F8-FAC53090B8F8","03/21/2021 04:36:18 PM","03/21/2021 11:02:41 PM","03/26/2021 02:40:27 PM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-026388","25DE815B-394E-4E76-8646-2B5DFA3B6044","03/21/2021 04:36:18 PM","03/21/2021 11:02:41 PM","03/26/2021 02:40:27 PM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-026005","0153C717-E582-41D4-BCF0-90E15EF7493D","03/20/2021 03:40:45 PM","03/20/2021 09:24:35 PM","03/20/2021 10:36:55 PM","COMMITTED","1938 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:95.1","POSSESSION OF FIREARM OR CARRYING CONCEALED WEAPON BY A PERSON CONVICTED OF CERTAIN FELONIES","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16880","30.45501","POINT (-91.168796 30.455013)"
"21-025854","AA19320C-0CE0-4B12-9FA5-71705D7F9B88","03/20/2021 06:06:23 AM","03/20/2021 08:27:00 AM","03/10/2023 01:27:50 PM","COMMITTED","1050 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","BATT/SIMPLE/CC","BATTERY",,,,,"10",,"DOWNTOWN EAST","-91.17880","30.44828","POINT (-91.178804 30.448277)"
"21-025529","F348244B-AA4A-4F58-8E79-C8B45A06E6A8","03/19/2021 09:33:56 AM","03/19/2021 09:37:26 AM","03/22/2021 12:53:49 PM","COMMITTED","1288 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17609","30.44967","POINT (-91.176088 30.449669)"
"21-024589","35C7670F-73A2-4DD3-915B-FF22BBB5AE0F","03/16/2021 04:53:13 PM","03/16/2021 06:10:55 PM","03/09/2023 11:09:43 AM","COMMITTED","724 MARCELLIOUS LN",,"BATON ROUGE","LA","70802","1","1A","1A1","13:37","ASSAULT/AGG/CC","ASSAULT",,,,,"10",,"DOWNTOWN EAST","-91.17370","30.44147","POINT (-91.173696 30.441467)"
"21-024523","9EAE5C1E-F4B1-437D-9F42-E6FDC49F6A24","03/16/2021 02:02:10 PM","03/16/2021 02:17:02 PM","03/18/2021 06:56:26 AM","COMMITTED","1000 GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17951","30.44332","POINT (-91.179512 30.443321)"
"21-005960","F3EC99E2-12EA-4601-BA33-854EF535B80B","01/20/2021 02:08:09 AM","03/16/2021 09:15:52 AM","04/12/2021 09:18:02 AM","COMMITTED","717 N 22ND ST",,"BATON ROUGE","LA","70802","1","1B","1B1","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.16632","30.45469","POINT (-91.166319 30.454691)"
"21-022981","A48EC0D3-AC1D-483A-8F7E-CE0DAD051566","03/12/2021 06:06:41 AM","03/15/2021 10:47:24 AM","08/20/2021 12:31:24 PM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.17241","30.44411","POINT (-91.17241 30.444111)"
"21-024084","0371919A-FDB9-4548-BA94-240CEA1F560C","03/15/2021 10:13:41 AM","03/15/2021 10:17:17 AM","03/15/2021 11:01:53 AM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-022329","CD95D0BD-A3A6-4472-BC6F-E82BCB3FC6C7","03/09/2021 08:00:00 PM","03/11/2021 11:36:56 AM","03/24/2021 12:16:36 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62/Z","SIMPLE BURGLARY/THEFT FROM MOTOR VEHICLE","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-022438","E4762210-6074-4FC4-AE83-EA867D2664A0","03/10/2021 05:10:31 PM","03/10/2021 06:23:22 PM","03/10/2021 07:43:13 PM","COMMITTED","246 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:95(E)","ILLEGAL CARRYING OF WEAPONS (WITH CDS)","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16709","30.44610","POINT (-91.167092 30.446097)"
"21-022438","EE2B6467-534F-4AB0-94D9-2F353345525A","03/10/2021 05:10:31 PM","03/10/2021 06:23:22 PM","03/10/2021 07:43:13 PM","COMMITTED","246 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:95.1","POSSESSION OF FIREARM OR CARRYING CONCEALED WEAPON BY A PERSON CONVICTED OF CERTAIN FELONIES","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16709","30.44610","POINT (-91.167092 30.446097)"
"21-022438","E4A1152C-1709-4F31-880B-51F303CD5859","03/10/2021 05:10:31 PM","03/10/2021 06:23:22 PM","03/10/2021 07:43:13 PM","COMMITTED","246 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","40:967(A)","POSSESSION\DISTRBUTION MANUFACTURING SCHEDULE II","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16709","30.44610","POINT (-91.167092 30.446097)"
"21-022438","309FEC26-C79D-4B0A-9F0E-AA77AA9F14C8","03/10/2021 05:10:31 PM","03/10/2021 06:23:22 PM","03/10/2021 07:43:13 PM","COMMITTED","246 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","40:966(A)","POSSESSION\DISTRBUTION MANUFACTURING SCHEDULE I","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16709","30.44610","POINT (-91.167092 30.446097)"
"21-022438","A9D68AF4-AE37-4411-994A-95446E76E018","03/10/2021 05:10:31 PM","03/10/2021 06:23:22 PM","03/10/2021 07:43:13 PM","COMMITTED","246 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:130.1","OBSTRUCTION OF JUSTICE","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.16709","30.44610","POINT (-91.167092 30.446097)"
"21-022349","005D93E6-7874-4F8C-9277-5EA800ED2B7B","03/10/2021 11:30:23 AM","03/10/2021 01:19:01 PM","03/12/2021 08:26:18 AM","COMMITTED","824 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:35","BATT/SIMPLE/CC","BATTERY",,,,,"10",,"DOWNTOWN EAST","-91.17302","30.44042","POINT (-91.173016 30.440417)"
"21-022071","0152B775-BBEF-4D5F-B3C5-875A115D6F66","03/09/2021 01:07:32 PM","03/10/2021 07:41:32 AM","03/07/2023 11:25:30 AM","COMMITTED","744 N 11TH ST","354","BATON ROUGE","LA","70802","1","1A","1A2","13:35","BATT/SIMPLE/CC","BATTERY",,,,,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-017478","69E72398-D4A1-414D-BE47-1CB810603A11","02/24/2021 11:35:02 AM","03/10/2021 07:17:04 AM","03/10/2021 12:00:22 PM","COMMITTED","521 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.16974","30.45243","POINT (-91.16974 30.452431)"
"21-022131","5F678A74-5B2D-4936-BC64-BFBC00E1348F","03/09/2021 04:36:18 PM","03/09/2021 05:42:14 PM","03/11/2021 07:37:58 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","13:38","ASSAULT/SIMPLE/CC","ASSAULT",,,,,"10",,"DOWNTOWN EAST",,,
"21-021709","D08544B1-1975-454C-996C-299546CF0CB1","03/08/2021 12:58:05 PM","03/09/2021 01:15:21 AM","03/09/2021 02:23:35 PM","COMMITTED","2034 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.16754","30.44755","POINT (-91.167536 30.447549)"
"21-021338","7862DA80-52C9-499B-AE46-5BF0F1EB99C1","03/07/2021 10:07:16 AM","03/07/2021 09:40:30 PM","03/03/2023 08:38:09 AM","COMMITTED","1118 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17819","30.44841","POINT (-91.178193 30.448409)"
"21-021294","D2BED67A-E25F-4E3E-AF2F-57F876D80232","03/07/2021 09:00:00 PM","03/07/2021 12:03:20 PM","03/15/2021 10:19:30 PM","ATTEMPTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-010309","E4331E9F-7F7D-4102-BA53-7F62D78997AF","02/02/2021 10:59:59 AM","03/03/2021 10:35:48 AM","03/03/2021 10:59:30 AM","COMMITTED","1325 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:70.4","ACCESS DEVICE FRAUD","THEFT","PROPERTY","26B","CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD",,"10",,"DOWNTOWN EAST","-91.17643","30.45340","POINT (-91.176426 30.453397)"
"21-019271","3F0CB4BF-2EFD-4A70-A0E5-3439B884233D","03/01/2021 12:33:58 PM","03/01/2021 12:41:46 PM","03/02/2021 08:12:02 AM","COMMITTED","1935 CHEROKEE AVE",,"BATON ROUGE","LA","70806","2","2A","2A1","14:70.4","ACCESS DEVICE FRAUD","THEFT","PROPERTY","26B","CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD",,"10",,"DOWNTOWN EAST","-91.16821","30.44146","POINT (-91.168209 30.44146)"
"21-018939","62439F18-3A48-49F1-A6A6-1E6150286CA3","02/28/2021 12:37:19 PM","03/01/2021 08:04:23 AM","07/19/2021 11:13:12 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-018804","12ED6729-EBDE-4C19-8C2C-60B860414922","02/28/2021 02:22:30 AM","02/28/2021 08:42:41 PM","08/23/2021 07:34:16 AM","COMMITTED","2003 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.16770","30.44793","POINT (-91.167701 30.447931)"
"21-018963","7BA70831-E528-4B84-ABFA-89F6276337C4","02/28/2021 02:00:00 PM","02/28/2021 03:25:12 PM","03/05/2021 06:35:36 PM","COMMITTED","150 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17201","30.44705","POINT (-91.172009 30.447047)"
"21-018938","8BE0E7BB-EA97-4FF7-8EDF-AA089DCF26D3","02/28/2021 01:23:37 PM","02/28/2021 02:30:20 PM","02/28/2021 05:20:57 PM","COMMITTED","1000 GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17951","30.44332","POINT (-91.179512 30.443321)"
"21-018669","72B87013-7E70-4D0A-BFB6-3D020D712969","02/27/2021 06:30:00 PM","02/28/2021 09:03:42 AM","02/28/2021 12:15:45 PM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-018632","1BB6783F-6CEC-4723-99C7-21559DAC3AFE","02/27/2021 04:54:16 PM","02/27/2021 09:59:35 PM","02/15/2023 04:16:54 PM","COMMITTED","122 N 13TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:95","ILLEGAL CARRYING OF WEAPON","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17605","30.44804","POINT (-91.176047 30.448038)"
"21-018467","28769CD0-B3B1-4294-83DD-0F1D2676F87F","02/26/2021 05:50:00 PM","02/27/2021 12:19:07 PM","02/28/2021 09:42:27 AM","COMMITTED","130 S 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17848","30.44685","POINT (-91.178483 30.44685)"
"21-018481","EC0C7541-0B1C-47D7-B254-4B6AB7E3F97C","02/27/2021 08:06:18 AM","02/27/2021 09:05:21 AM","02/27/2021 04:40:05 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.7","AGGRAVATED SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-018030","4D8B1856-A320-4E59-8EBA-208D912E8CCA","02/26/2021 02:27:16 AM","02/27/2021 04:38:04 AM","03/04/2021 02:33:40 AM","COMMITTED","703 MARCELLIOUS LN",,"BATON ROUGE","LA","70802","1","1A","1A1","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17340","30.44156","POINT (-91.173401 30.441561)"
"21-017780","66729FFE-2635-46A2-8D0F-51F4219BD393","02/25/2021 11:18:00 AM","02/25/2021 11:52:00 AM","03/08/2021 12:17:19 AM","COMMITTED","1501 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17340","30.45002","POINT (-91.173402 30.450024)"
"21-015916","04C521A3-FD25-47FA-8B01-FF2152C03722","02/24/2021 07:58:00 PM","02/24/2021 10:56:51 PM","02/25/2021 01:31:46 PM","COMMITTED","100 N 13TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","30617","AUTO THEFT RECOVERY","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17623","30.44755","POINT (-91.176225 30.447549)"
"21-015916","A55ED745-9DAF-49BB-A086-EB960E59A05F","02/19/2021 12:00:00 PM","02/24/2021 10:56:51 PM","02/25/2021 01:31:46 PM","COMMITTED","100 N 13TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17623","30.44755","POINT (-91.176225 30.447549)"
"21-017394","E9B79E2A-3684-407E-ABD9-0C68F664155E","02/24/2021 03:21:34 AM","02/24/2021 10:05:45 PM","02/10/2023 03:19:10 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-017414","CAA95A34-7D63-4A7A-A765-66A55F9B61C7","02/24/2021 05:59:42 AM","02/24/2021 07:01:35 AM","02/10/2023 03:12:17 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-016563","0881F7CA-44B6-44E9-BAC9-67EC3E03D73F","02/21/2021 12:39:41 PM","02/23/2021 01:55:43 AM","02/10/2023 02:33:51 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-016563","E51C5449-6232-47EB-91AB-B5D64679BF6E","02/21/2021 12:39:41 PM","02/23/2021 01:55:43 AM","02/10/2023 02:33:51 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35.4","BATTERY OF A DATING PARTNER","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-012636","7E3054CC-DAD2-44B7-AABC-C1455CE803EC","02/09/2021 12:47:31 PM","02/19/2021 01:24:39 PM","02/22/2021 06:30:06 AM","COMMITTED","609 S 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:70.4","ACCESS DEVICE FRAUD","THEFT","PROPERTY","26B","CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD",,"10",,"DOWNTOWN EAST","-91.17425","30.44237","POINT (-91.174247 30.442367)"
"21-010663","52D8BC2E-CDB7-4814-8127-085CE73C5B1D","02/03/2021 10:42:13 AM","02/18/2021 01:42:14 PM","02/22/2021 01:08:14 PM","COMMITTED","628 SCENIC HWY",,"BATON ROUGE","LA","70802","1","1B","1B1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16707","30.45372","POINT (-91.167069 30.453721)"
"21-010663","44046B48-52FB-47CC-AB4B-3396E2547052","02/03/2021 10:42:13 AM","02/18/2021 01:42:14 PM","02/22/2021 01:08:14 PM","COMMITTED","628 SCENIC HWY",,"BATON ROUGE","LA","70802","1","1B","1B1","14:62/I","SIMPLE BURGLARY/IMMOVEABLE","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16707","30.45372","POINT (-91.167069 30.453721)"
"21-014135","ACACAF17-5761-4194-A5C1-3968C7E3CA8B","02/13/2021 07:52:13 PM","02/14/2021 08:11:39 PM","02/15/2021 05:05:24 PM","COMMITTED","1900 OLEANDER ST",,"BATON ROUGE","LA","70806","2","2A","2A1","13:93","DISCHARGE FIREARMS","FIREARM",,,,,"10",,"DOWNTOWN EAST","-91.16894","30.44207","POINT (-91.168944 30.442069)"
"21-014385","87042189-C6D6-4C7C-B8B6-D9368728CD55","02/14/2021 04:10:00 PM","02/14/2021 05:22:17 PM","08/30/2021 01:31:27 PM","COMMITTED","1246 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17659","30.45058","POINT (-91.176589 30.450582)"
"21-013358","403CA3C0-F4BE-4202-B759-02011596C75F","02/11/2021 01:05:22 PM","02/11/2021 02:17:09 PM","01/30/2023 09:15:56 AM","COMMITTED",,,"BATON ROUGE","LA","70806","1","1A","1A1","14:63.3","ENTRY ON OR REMAINING IN PLACES/LAND AFTER FORBIDDEN","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-013358","B2AE8FF0-2D5A-4F7D-A4C4-7EDC29F78316","02/11/2021 01:05:22 PM","02/11/2021 02:17:09 PM","01/30/2023 09:15:56 AM","COMMITTED",,,"BATON ROUGE","LA","70806","1","1A","1A1","14:40.2","STALKING","OTHER","PERSON","13C","INTIMIDATION",,"10",,"DOWNTOWN EAST",,,
"21-013358","731EB587-2F45-4107-B8BE-5DAC11A87A1C","02/11/2021 01:05:22 PM","02/11/2021 02:17:09 PM","01/30/2023 09:15:56 AM","COMMITTED",,,"BATON ROUGE","LA","70806","1","1A","1A1","14:40.2","STALKING","OTHER","PERSON","13C","INTIMIDATION",,"10",,"DOWNTOWN EAST",,,
"21-013228","902517D9-1C93-461D-BB21-E8DE94EA4614","02/11/2021 03:00:00 AM","02/11/2021 09:34:31 AM","01/30/2023 01:00:18 PM","COMMITTED","1339 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17580","30.44863","POINT (-91.175803 30.448629)"
"21-013041","FCDF4964-C8CF-4C94-8056-6F81F92D0578","02/10/2021 02:42:29 PM","02/10/2021 10:28:10 PM","02/25/2021 12:53:56 PM","COMMITTED","114 S 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62.3","UNAUTHORIZED ENTRY OF AN INHAB.DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16939","30.44716","POINT (-91.169393 30.447163)"
"21-010464","ED3502A8-5F47-48E6-88FD-37E1BE5F3C4F","02/02/2021 06:02:00 PM","02/10/2021 09:57:29 PM","02/17/2021 02:36:14 PM","COMMITTED","8345 FLORIDA BLVD","A-2","BATON ROUGE","LA","70802","1","1A","1A2","14:64","ARMED ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17150","30.45243","POINT (-91.1715 30.45243)"
"21-012944","F07D1210-EB7E-4301-8050-4238D687F4FF","02/10/2021 09:27:57 AM","02/10/2021 10:47:38 AM","08/30/2021 02:41:31 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:34.1","SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-012944","DE805140-5D00-4630-918A-90FF37AF30E5","02/10/2021 09:27:57 AM","02/10/2021 10:47:38 AM","08/30/2021 02:41:31 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:34.9","BATTERY OF A DATING PARTNER","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-012087","F116BB21-B27F-4D77-BE93-C530A745A4E9","02/07/2021 04:04:32 PM","02/07/2021 10:34:50 PM","08/27/2021 11:18:15 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:34.9","BATTERY OF A DATING PARTNER","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-012087","AF40C83F-7DF6-4A7D-9D31-887F9C1B7201","02/07/2021 04:04:32 PM","02/07/2021 10:34:50 PM","08/27/2021 11:18:15 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:34.9","BATTERY OF A DATING PARTNER","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-011992","0F0B7E72-178C-4C09-BBC9-EA7983267F0D","02/07/2021 07:32:05 AM","02/07/2021 07:37:12 AM","01/27/2023 10:30:26 AM","COMMITTED","1330 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17582","30.44845","POINT (-91.175816 30.448446)"
"21-011713","19AEC2B9-C7CA-4FB2-8BA5-9C42648EB21A","02/06/2021 09:40:10 AM","02/06/2021 11:59:12 AM","08/27/2021 08:10:31 AM","COMMITTED","1225 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","40:967(C)","POSSESSION OF SCHEDULE II","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17672","30.45206","POINT (-91.176719 30.45206)"
